"","English.Word","Emotion","Emotion.Intensity.Score","Spanish.Word","negativas","positivas","intensidad"
"5257","wonderful","joy",0.863,"maravilloso",0,0.863,0.863
"5258","hooray","joy",0.859,"hurra",0,0.859,0.859
"5259","loved","joy",0.859,"amado",0,0.859,0.859
"5260","tearsofjoy","joy",0.859,"lagrimas de alegria",0,0.859,0.859
"5261","hallelujah","joy",0.859,"aleluya",0,0.859,0.859
"5262","magnificent","joy",0.859,"magnífico",0,0.859,0.859
"5263","glory","joy",0.859,"gloria",0,0.859,0.859
"5264","ilovechristmas","joy",0.859,"amo la navidad",0,0.859,0.859
"5265","brilliant","joy",0.859,"brillante",0,0.859,0.859
"5266","celebrated","joy",0.859,"celebrado",0,0.859,0.859
"5267","cheering","joy",0.859,"aplausos",0,0.859,0.859
"5268","yayyyy","joy",0.859,"yayyyy",0,0.859,0.859
"5269","heavenly","joy",0.853,"celestial",0,0.853,0.853
"5270","exciting","joy",0.853,"emocionante",0,0.853,0.853
"5271","thrilled","joy",0.851,"encantado",0,0.851,0.851
"5272","mademyday","joy",0.848,"me alegró el día",0,0.848,0.848
"5273","hohoho","joy",0.845,"ho ho ho",0,0.845,0.845
"5274","celebrate","joy",0.844,"celebrar",0,0.844,0.844
"5275","wonderfully","joy",0.844,"maravillosamente",0,0.844,0.844
"5276","blessing","joy",0.844,"bendición",0,0.844,0.844
"5277","favoriteholiday","joy",0.844,"fiesta favorita",0,0.844,0.844
"5278","paradise","joy",0.833,"paraíso",0,0.833,0.833
"5279","marvellous","joy",0.833,"maravilloso",0,0.833,0.833
"5280","festive","joy",0.833,"festivo",0,0.833,0.833
"5281","sweetness","joy",0.833,"dulzura",0,0.833,0.833
"5282","blessed","joy",0.833,"bendecido",0,0.833,0.833
"5283","celebrations","joy",0.833,"celebraciones",0,0.833,0.833
"5284","compliment","joy",0.831,"cumplido",0,0.831,0.831
"5285","smiling","joy",0.828,"sonriente",0,0.828,0.828
"5286","allsmiles","joy",0.828,"todo sonrisas",0,0.828,0.828
"5287","love","joy",0.828,"amor",0,0.828,0.828
"5288","enchanting","joy",0.828,"encantador",0,0.828,0.828
"5289","homesweethome","joy",0.826,"hogar dulce hogar",0,0.826,0.826
"5290","thankyougod","joy",0.824,"gracias dios",0,0.824,0.824
"5291","marvelous","joy",0.824,"maravilloso",0,0.824,0.824
"5292","laughter","joy",0.824,"la risa",0,0.824,0.824
"5293","goodmood","joy",0.819,"buen humor",0,0.819,0.819
"5294","goodness","joy",0.818,"bondad",0,0.818,0.818
"5295","excellence","joy",0.818,"excelencia",0,0.818,0.818
"5296","sensational","joy",0.818,"sensacional",0,0.818,0.818
"5297","joys","joy",0.818,"alegrías",0,0.818,0.818
"5298","delightful","joy",0.818,"encantador",0,0.818,0.818
"5299","excited","joy",0.818,"entusiasmado",0,0.818,0.818
"5300","rejoicing","joy",0.818,"alegría",0,0.818,0.818
"5301","happyheart","joy",0.818,"corazón feliz",0,0.818,0.818
"5302","celebratory","joy",0.818,"celebratorio",0,0.818,0.818
"5303","greatful","joy",0.816,"agradecido",0,0.816,0.816
"5304","jovial","joy",0.814,"jovial",0,0.814,0.814
"5305","rejoice","joy",0.812,"alegrarse",0,0.812,0.812
"5306","splendid","joy",0.812,"espléndido",0,0.812,0.812
"5307","enjoy","joy",0.812,"disfrutar",0,0.812,0.812
"5308","smiley","joy",0.812,"sonriente",0,0.812,0.812
"5309","glorious","joy",0.812,"glorioso",0,0.812,0.812
"5310","victorious","joy",0.812,"victorioso",0,0.812,0.812
"5311","lovemaking","joy",0.812,"haciendo el amor",0,0.812,0.812
"5312","bonanza","joy",0.812,"bonanza",0,0.812,0.812
"5313","greatday","joy",0.812,"gran día",0,0.812,0.812
"5314","excellent","joy",0.812,"excelente",0,0.812,0.812
"5315","goodtimes","joy",0.811,"buenos tiempos",0,0.811,0.811
"5316","whatmakesmesmile","joy",0.811,"lo que me hace sonreír",0,0.811,0.811
"5317","happyday","joy",0.809,"día feliz",0,0.809,0.809
"5318","myfavorite","joy",0.804,"mi favorito",0,0.804,0.804
"5319","thankyoulord","joy",0.803,"gracias señor",0,0.803,0.803
"5320","gladness","joy",0.803,"alegría",0,0.803,0.803
"5321","yayyy","joy",0.803,"yayyy",0,0.803,0.803
"5322","yeahhhh","joy",0.803,"sí",0,0.803,0.803
"5323","pleasure","joy",0.803,"placer",0,0.803,0.803
"5324","giggle","joy",0.802,"risilla",0,0.802,0.802
"5325","happier","joy",0.797,"más feliz",0,0.797,0.797
"5326","lovemylife","joy",0.797,"amo mi vida",0,0.797,0.797
"5327","magnificence","joy",0.797,"magnificencia",0,0.797,0.797
"5328","happytweet","joy",0.797,"feliz tweet",0,0.797,0.797
"5329","lovinlife","joy",0.797,"amo la vida",0,0.797,0.797
"5330","yesss","joy",0.797,"siiii",0,0.797,0.797
"5331","dancing","joy",0.797,"bailando",0,0.797,0.797
"5332","success","joy",0.797,"éxito",0,0.797,0.797
"5333","grateful","joy",0.789,"agradecido",0,0.789,0.789
"5334","amuse","joy",0.788,"entretener",0,0.788,0.788
"5335","splendor","joy",0.788,"esplendor",0,0.788,0.788
"5336","happy","joy",0.788,"contento",0,0.788,0.788
"5337","fun","joy",0.788,"divertida",0,0.788,0.788
"5338","giggling","joy",0.781,"riendo",0,0.781,0.781
"5339","glad","joy",0.781,"contento",0,0.781,0.781
"5340","glorify","joy",0.781,"glorificar",0,0.781,0.781
"5341","radiant","joy",0.781,"radiante",0,0.781,0.781
"5342","beautiful","joy",0.781,"hermoso",0,0.781,0.781
"5343","solucky","joy",0.781,"muy afortunado",0,0.781,0.781
"5344","sothankful","joy",0.781,"muy agradecido",0,0.781,0.781
"5345","enchanted","joy",0.781,"encantado",0,0.781,0.781
"5346","romance","joy",0.779,"romance",0,0.779,0.779
"5347","perfection","joy",0.779,"perfección",0,0.779,0.779
"5348","christmassy","joy",0.779,"navideño",0,0.779,0.779
"5349","heavens","joy",0.779,"cielos",0,0.779,0.779
"5350","thrilling","joy",0.776,"emocionante",0,0.776,0.776
"5351","lovable","joy",0.773,"amable",0,0.773,0.773
"5352","congrats","joy",0.773,"felicitaciones",0,0.773,0.773
"5353","fiesta","joy",0.773,"fiesta",0,0.773,0.773
"5354","entertain","joy",0.773,"entretener",0,0.773,0.773
"5355","happyvalentinesday","joy",0.773,"feliz día de san valentín",0,0.773,0.773
"5356","miraculous","joy",0.773,"milagroso",0,0.773,0.773
"5357","cheers","joy",0.773,"salud",0,0.773,0.773
"5358","cheered","joy",0.773,"animado",0,0.773,0.773
"5359","positivity","joy",0.773,"positividad",0,0.773,0.773
"5360","funday","joy",0.772,"día divertido",0,0.772,0.772
"5361","enjoying","joy",0.771,"disfrutando",0,0.771,0.771
"5362","lifeisgood","joy",0.766,"la vida es buena",0,0.766,0.766
"5363","amused","joy",0.766,"divertido",0,0.766,0.766
"5364","goodfeeling","joy",0.766,"buen sentimiento",0,0.766,0.766
"5365","christmasspirit","joy",0.766,"espíritu navideño",0,0.766,0.766
"5366","cuddling","joy",0.766,"caricias",0,0.766,0.766
"5367","smiles","joy",0.766,"sonrisas",0,0.766,0.766
"5368","sosweet","joy",0.766,"tan dulce",0,0.766,0.766
"5369","thebest","joy",0.766,"lo mejor",0,0.766,0.766
"5370","party","joy",0.765,"fiesta",0,0.765,0.765
"5371","delight","joy",0.765,"deleitar",0,0.765,0.765
"5372","orgasm","joy",0.765,"orgasmo",0,0.765,0.765
"5373","positive","joy",0.761,"positivo",0,0.761,0.761
"5374","sweetheart","joy",0.758,"cariño",0,0.758,0.758
"5375","enlighten","joy",0.758,"iluminar",0,0.758,0.758
"5376","cheerfulness","joy",0.758,"alegría",0,0.758,0.758
"5377","miracles","joy",0.758,"milagros",0,0.758,0.758
"5378","giddy","joy",0.757,"mareado",0,0.757,0.757
"5379","christmastime","joy",0.757,"tiempo de navidad",0,0.757,0.757
"5380","gratify","joy",0.75,"satisfacer",0,0.75,0.75
"5381","greatness","joy",0.75,"grandeza",0,0.75,0.75
"5382","friendliness","joy",0.75,"amabilidad",0,0.75,0.75
"5383","blessings","joy",0.75,"bendiciones",0,0.75,0.75
"5384","laughs","joy",0.75,"risas",0,0.75,0.75
"5385","tistheseason","joy",0.75,"tisthetemporada",0,0.75,0.75
"5386","smile","joy",0.75,"sonreír",0,0.75,0.75
"5387","pleasing","joy",0.75,"agradable",0,0.75,0.75
"5388","romantic","joy",0.75,"romántico",0,0.75,0.75
"5389","happyholidays","joy",0.75,"felices vacaciones",0,0.75,0.75
"5390","frolic","joy",0.748,"fiesta",0,0.748,0.748
"5391","jubilee","joy",0.742,"aniversario",0,0.742,0.742
"5392","miracle","joy",0.742,"milagro",0,0.742,0.742
"5393","enthusiasm","joy",0.742,"entusiasmo",0,0.742,0.742
"5394","selflove","joy",0.742,"amor propio",0,0.742,0.742
"5395","triumph","joy",0.742,"triunfo",0,0.742,0.742
"5396","magical","joy",0.742,"mágico",0,0.742,0.742
"5397","rewarding","joy",0.742,"gratificante",0,0.742,0.742
"5398","goodvibes","joy",0.742,"buenas vibraciones",0,0.742,0.742
"5399","positiveenergy","joy",0.742,"energía positiva",0,0.742,0.742
"5400","feelgood","joy",0.736,"sentirse bien",0,0.736,0.736
"5401","prosperity","joy",0.735,"prosperidad",0,0.735,0.735
"5402","behappy","joy",0.734,"ser feliz",0,0.734,0.734
"5403","admiration","joy",0.734,"admiración",0,0.734,0.734
"5404","passionate","joy",0.734,"apasionado",0,0.734,0.734
"5405","goodday","joy",0.734,"buenos días",0,0.734,0.734
"5406","luxurious","joy",0.734,"lujoso",0,0.734,0.734
"5407","tgif","joy",0.734,"gif",0,0.734,0.734
"5408","victory","joy",0.734,"victoria",0,0.734,0.734
"5409","feelinggood","joy",0.734,"sentirse bien",0,0.734,0.734
"5410","enchant","joy",0.734,"encantar",0,0.734,0.734
"5411","greatnight","joy",0.734,"gran noche",0,0.734,0.734
"5412","vivacious","joy",0.734,"vivaz",0,0.734,0.734
"5413","glorification","joy",0.733,"glorificación",0,0.733,0.733
"5414","sing","joy",0.729,"cantar",0,0.729,0.729
"5415","glowing","joy",0.729,"brillante",0,0.729,0.729
"5416","yessss","joy",0.728,"siiii",0,0.728,0.728
"5417","fulfillment","joy",0.728,"cumplimiento",0,0.728,0.728
"5418","breathtaking","joy",0.728,"asombroso",0,0.728,0.728
"5419","thankful","joy",0.727,"agradecido",0,0.727,0.727
"5420","cheery","joy",0.727,"alegre",0,0.727,0.727
"5421","santa","joy",0.727,"papa noel",0,0.727,0.727
"5422","hurrah","joy",0.727,"hurra",0,0.727,0.727
"5423","christmasbreak","joy",0.727,"descanso navideño",0,0.727,0.727
"5424","win","joy",0.727,"victoria",0,0.727,0.727
"5425","atpeace","joy",0.727,"en paz",0,0.727,0.727
"5426","award","joy",0.727,"otorgar",0,0.727,0.727
"5427","merry","joy",0.727,"alegre",0,0.727,0.727
"5428","inspiration","joy",0.725,"inspiración",0,0.725,0.725
"5429","radiance","joy",0.725,"resplandor",0,0.725,0.725
"5430","pleased","joy",0.725,"encantado",0,0.725,0.725
"5431","uplift","joy",0.723,"edificación",0,0.723,0.723
"5432","optimistic","joy",0.723,"optimista",0,0.723,0.723
"5433","heaven","joy",0.721,"cielo",0,0.721,0.721
"5434","lucky","joy",0.721,"afortunado",0,0.721,0.721
"5435","godisgreat","joy",0.721,"dios es grande",0,0.721,0.721
"5436","holidays","joy",0.721,"días festivos",0,0.721,0.721
"5437","thrill","joy",0.721,"emoción",0,0.721,0.721
"5438","congratulatory","joy",0.719,"congratulatorio",0,0.719,0.719
"5439","thriving","joy",0.719,"prosperando",0,0.719,0.719
"5440","amusement","joy",0.719,"diversión",0,0.719,0.719
"5441","perfect","joy",0.719,"perfecto",0,0.719,0.719
"5442","lover","joy",0.719,"amante",0,0.719,0.719
"5443","xmas","joy",0.719,"navidad",0,0.719,0.719
"5444","heartfelt","joy",0.719,"sentido",0,0.719,0.719
"5445","utopian","joy",0.719,"utópico",0,0.719,0.719
"5446","lovely","joy",0.719,"hermoso",0,0.719,0.719
"5447","harmony","joy",0.719,"armonía",0,0.719,0.719
"5448","praising","joy",0.719,"alabando",0,0.719,0.719
"5449","brighten","joy",0.719,"aclarar",0,0.719,0.719
"5450","luckiest","joy",0.712,"más afortunado",0,0.712,0.712
"5451","merrychristmas","joy",0.712,"feliz navidad",0,0.712,0.712
"5452","magic","joy",0.712,"magia",0,0.712,0.712
"5453","achievement","joy",0.712,"logro",0,0.712,0.712
"5454","yay","joy",0.712,"hurra",0,0.712,0.712
"5455","holiday","joy",0.712,"fiesta",0,0.712,0.712
"5456","treasures","joy",0.712,"tesoros",0,0.712,0.712
"5457","luxury","joy",0.712,"lujo",0,0.712,0.712
"5458","bestfeeling","joy",0.712,"el mejor sentimiento",0,0.712,0.712
"5459","intimate","joy",0.71,"íntimo",0,0.71,0.71
"5460","soblessed","joy",0.706,"tan bendecido",0,0.706,0.706
"5461","yaaay","joy",0.706,"siiii",0,0.706,0.706
"5462","rave","joy",0.706,"delirio",0,0.706,0.706
"5463","chuckle","joy",0.706,"risita",0,0.706,0.706
"5464","proud","joy",0.704,"orgulloso",0,0.704,0.704
"5465","winning","joy",0.703,"victorioso",0,0.703,0.703
"5466","cherish","joy",0.703,"valorar",0,0.703,0.703
"5467","goodnews","joy",0.703,"buenas noticias",0,0.703,0.703
"5468","fuckyeah","joy",0.703,"joder si",0,0.703,0.703
"5469","optimism","joy",0.703,"optimismo",0,0.703,0.703
"5470","amazingly","joy",0.703,"asombrosamente",0,0.703,0.703
"5471","lovelife","joy",0.703,"vida amorosa",0,0.703,0.703
"5472","truelove","joy",0.703,"amor verdadero",0,0.703,0.703
"5473","beautification","joy",0.703,"embellecimiento",0,0.703,0.703
"5474","satisfying","joy",0.703,"satisfactorio",0,0.703,0.703
"5475","appreciates","joy",0.703,"aprecia",0,0.703,0.703
"5476","cuddled","joy",0.703,"abrazado",0,0.703,0.703
"5477","goodlife","joy",0.703,"buena vida",0,0.703,0.703
"5478","gooood","joy",0.703,"bien",0,0.703,0.703
"5479","sweetest","joy",0.703,"más dulce",0,0.703,0.703
"5480","yaay","joy",0.7,"yaay",0,0.7,0.7
"5481","entertained","joy",0.7,"entretenido",0,0.7,0.7
"5482","excite","joy",0.697,"excitar",0,0.697,0.697
"5483","newbeginnings","joy",0.693,"nuevos comienzos",0,0.693,0.693
"5484","praisejesus","joy",0.691,"alabado sea el señor",0,0.691,0.691
"5485","birthday","joy",0.691,"cumpleaños",0,0.691,0.691
"5486","greatfriends","joy",0.688,"buenos amigos",0,0.688,0.688
"5487","adoration","joy",0.688,"adoración",0,0.688,0.688
"5488","godsend","joy",0.688,"bendición",0,0.688,0.688
"5489","favorite","joy",0.688,"favorito",0,0.688,0.688
"5490","content","joy",0.688,"contenido",0,0.688,0.688
"5491","entertaining","joy",0.688,"entretenido",0,0.688,0.688
"5492","honored","joy",0.688,"honrado",0,0.688,0.688
"5493","metime","joy",0.688,"tiempo personal",0,0.688,0.688
"5494","exquisite","joy",0.688,"exquisito",0,0.688,0.688
"5495","holidayseason","joy",0.688,"temporada de vacaciones",0,0.688,0.688
"5496","thankyoujesus","joy",0.688,"gracias jesús",0,0.688,0.688
"5497","angelic","joy",0.688,"angelical",0,0.688,0.688
"5498","goodhealth","joy",0.682,"buena salud",0,0.682,0.682
"5499","majestic","joy",0.682,"majestuoso",0,0.682,0.682
"5500","luscious","joy",0.682,"delicioso",0,0.682,0.682
"5501","memoriesiwontforget","joy",0.682,"recuerdos que no olvidaré",0,0.682,0.682
"5502","bestfriends","joy",0.682,"mejores amigos",0,0.682,0.682
"5503","precious","joy",0.682,"precioso",0,0.682,0.682
"5504","appreciated","joy",0.682,"apreciado",0,0.682,0.682
"5505","exaltation","joy",0.682,"exaltación",0,0.682,0.682
"5506","smiled","joy",0.682,"sonrió",0,0.682,0.682
"5507","brightens","joy",0.682,"ilumina",0,0.682,0.682
"5508","tranquility","joy",0.679,"tranquilidad",0,0.679,0.679
"5509","marry","joy",0.676,"casar",0,0.676,0.676
"5510","embrace","joy",0.676,"abrazar",0,0.676,0.676
"5511","positively","joy",0.676,"afirmativamente",0,0.676,0.676
"5512","grin","joy",0.672,"sonrisa",0,0.672,0.672
"5513","hug","joy",0.672,"abrazo",0,0.672,0.672
"5514","hilarious","joy",0.672,"divertidísimo",0,0.672,0.672
"5515","dearest","joy",0.672,"querido",0,0.672,0.672
"5516","contentment","joy",0.672,"contentamiento",0,0.672,0.672
"5517","accomplished","joy",0.672,"logrado",0,0.672,0.672
"5518","relaxation","joy",0.672,"relajación",0,0.672,0.672
"5519","bday","joy",0.672,"cumpleaños",0,0.672,0.672
"5520","enliven","joy",0.672,"animar",0,0.672,0.672
"5521","weeeee","joy",0.672,"weeeee",0,0.672,0.672
"5522","giggles","joy",0.672,"risitas",0,0.672,0.672
"5523","fulfilled","joy",0.667,"cumplido",0,0.667,0.667
"5524","bountiful","joy",0.667,"abundante",0,0.667,0.667
"5525","victor","joy",0.667,"víctor",0,0.667,0.667
"5526","adore","joy",0.667,"adorar",0,0.667,0.667
"5527","boisterous","joy",0.667,"bullicioso",0,0.667,0.667
"5528","fulfill","joy",0.664,"realizar",0,0.664,0.664
"5529","cuddles","joy",0.662,"mimos",0,0.662,0.662
"5530","prosperous","joy",0.66,"próspero",0,0.66,0.66
"5531","appreciation","joy",0.656,"apreciación",0,0.656,0.656
"5532","serenity","joy",0.656,"serenidad",0,0.656,0.656
"5533","happynewyear","joy",0.656,"feliz año nuevo",0,0.656,0.656
"5534","humor","joy",0.656,"humor",0,0.656,0.656
"5535","satisfy","joy",0.656,"satisfacer",0,0.656,0.656
"5536","besties","joy",0.656,"mejores amigos",0,0.656,0.656
"5537","encouraged","joy",0.656,"motivado",0,0.656,0.656
"5538","captivate","joy",0.656,"cautivar",0,0.656,0.656
"5539","christmaseve","joy",0.656,"nochebuena",0,0.656,0.656
"5540","glow","joy",0.656,"resplandor",0,0.656,0.656
"5541","romanticism","joy",0.656,"romanticismo",0,0.656,0.656
"5542","innerpeace","joy",0.656,"paz interior",0,0.656,0.656
"5543","pleasant","joy",0.656,"agradable",0,0.656,0.656
"5544","praises","joy",0.652,"alabanzas",0,0.652,0.652
"5545","abundance","joy",0.652,"abundancia",0,0.652,0.652
"5546","fortunes","joy",0.652,"fortunas",0,0.652,0.652
"5547","engaged","joy",0.652,"comprometido",0,0.652,0.652
"5548","praised","joy",0.652,"alabado",0,0.652,0.652
"5549","relaxing","joy",0.652,"relajante",0,0.652,0.652
"5550","treasure","joy",0.652,"tesoro",0,0.652,0.652
"5551","satisfaction","joy",0.652,"satisfacción",0,0.652,0.652
"5552","nothingbetter","joy",0.647,"nada mejor",0,0.647,0.647
"5553","affection","joy",0.647,"cariño",0,0.647,0.647
"5554","relieved","joy",0.647,"aliviado",0,0.647,0.647
"5555","complement","joy",0.647,"complementar",0,0.647,0.647
"5556","carnival","joy",0.643,"carnaval",0,0.643,0.643
"5557","priceless","joy",0.641,"no tiene precio",0,0.641,0.641
"5558","uplifting","joy",0.641,"edificante",0,0.641,0.641
"5559","sensuality","joy",0.641,"sensualidad",0,0.641,0.641
"5560","saintly","joy",0.641,"santo",0,0.641,0.641
"5561","champion","joy",0.641,"campeón",0,0.641,0.641
"5562","thanksgiving","joy",0.641,"acción de gracias",0,0.641,0.641
"5563","harmoniously","joy",0.641,"armoniosamente",0,0.641,0.641
"5564","wedding","joy",0.641,"boda",0,0.641,0.641
"5565","achieve","joy",0.641,"lograr",0,0.641,0.641
"5566","divine","joy",0.641,"divino",0,0.641,0.641
"5567","jackpot","joy",0.641,"bote",0,0.641,0.641
"5568","honeymoon","joy",0.636,"luna de miel",0,0.636,0.636
"5569","exalt","joy",0.636,"exaltar",0,0.636,0.636
"5570","twinkle","joy",0.636,"centelleo",0,0.636,0.636
"5571","comforting","joy",0.636,"consolador",0,0.636,0.636
"5572","felicity","joy",0.636,"felicidad",0,0.636,0.636
"5573","peaceful","joy",0.636,"pacífico",0,0.636,0.636
"5574","climax","joy",0.636,"clímax",0,0.636,0.636
"5575","winner","joy",0.636,"ganador",0,0.636,0.636
"5576","reverie","joy",0.636,"ensueño",0,0.636,0.636
"5577","yayy","joy",0.636,"yayy",0,0.636,0.636
"5578","cuddle","joy",0.636,"abrazo",0,0.636,0.636
"5579","xoxo","joy",0.634,"besos y abrazos",0,0.634,0.634
"5580","stargazing","joy",0.625,"estudio de las estrellas",0,0.625,0.625
"5581","festival","joy",0.625,"festival",0,0.625,0.625
"5582","sweet","joy",0.625,"dulce",0,0.625,0.625
"5583","generosity","joy",0.625,"generosidad",0,0.625,0.625
"5584","brighter","joy",0.625,"más brillante",0,0.625,0.625
"5585","praisegod","joy",0.625,"alabado sea el señor",0,0.625,0.625
"5586","gorgeous","joy",0.625,"precioso",0,0.625,0.625
"5587","hearts","joy",0.625,"corazones",0,0.625,0.625
"5588","amusing","joy",0.625,"entretenido",0,0.625,0.625
"5589","fondness","joy",0.625,"cariño",0,0.625,0.625
"5590","snuggling","joy",0.625,"acurrucarse",0,0.625,0.625
"5591","reward","joy",0.625,"premio",0,0.625,0.625
"5592","sex","joy",0.622,"sexo",0,0.622,0.622
"5593","kind","joy",0.621,"tipo",0,0.621,0.621
"5594","genial","joy",0.621,"genial",0,0.621,0.621
"5595","parade","joy",0.621,"desfile",0,0.621,0.621
"5596","applause","joy",0.621,"aplausos",0,0.621,0.621
"5597","beauty","joy",0.621,"belleza",0,0.621,0.621
"5598","fulfilling","joy",0.618,"cumpliendo",0,0.618,0.618
"5599","aspiring","joy",0.618,"ambicioso",0,0.618,0.618
"5600","newlife","joy",0.618,"nueva vida",0,0.618,0.618
"5601","godbless","joy",0.616,"dios los bendiga",0,0.616,0.616
"5602","virtuous","joy",0.613,"virtuoso",0,0.613,0.613
"5603","kiss","joy",0.61,"beso",0,0.61,0.61
"5604","christmas","joy",0.609,"navidad",0,0.609,0.609
"5605","rainbows","joy",0.609,"arcoiris",0,0.609,0.609
"5606","elegance","joy",0.609,"elegancia",0,0.609,0.609
"5607","generous","joy",0.609,"generoso",0,0.609,0.609
"5608","super","joy",0.609,"súper",0,0.609,0.609
"5609","playful","joy",0.609,"juguetón",0,0.609,0.609
"5610","enlightenment","joy",0.609,"iluminación",0,0.609,0.609
"5611","praiseworthy","joy",0.609,"loable",0,0.609,0.609
"5612","awards","joy",0.609,"premios",0,0.609,0.609
"5613","adorable","joy",0.609,"adorable",0,0.609,0.609
"5614","rekindle","joy",0.609,"reavivar",0,0.609,0.609
"5615","winnings","joy",0.609,"ganancias",0,0.609,0.609
"5616","independence","joy",0.607,"independencia",0,0.607,0.607
"5617","amour","joy",0.607,"aventura amorosa",0,0.607,0.607
"5618","kindness","joy",0.606,"amabilidad",0,0.606,0.606
"5619","surprises","joy",0.606,"sorpresas",0,0.606,0.606
"5620","heheh","joy",0.606,"jejeje",0,0.606,0.606
"5621","hilarity","joy",0.606,"hilaridad",0,0.606,0.606
"5622","wonder","joy",0.606,"preguntarse",0,0.606,0.606
"5623","freely","joy",0.606,"libremente",0,0.606,0.606
"5624","successful","joy",0.606,"exitoso",0,0.606,0.606
"5625","inspired","joy",0.606,"inspirado",0,0.606,0.606
"5626","onelove","joy",0.606,"un amor",0,0.606,0.606
"5627","whimsical","joy",0.603,"caprichoso",0,0.603,0.603
"5628","entertainment","joy",0.603,"entretenimiento",0,0.603,0.603
"5629","passion","joy",0.603,"pasión",0,0.603,0.603
"5630","stressfree","joy",0.601,"libre de estrés",0,0.601,0.601
"5631","beautify","joy",0.601,"embellecer",0,0.601,0.601
"5632","sunrise","joy",0.6,"amanecer",0,0.6,0.6
"5633","godisgood","joy",0.597,"dios es bueno",0,0.597,0.597
"5634","goodmusic","joy",0.594,"buena música",0,0.594,0.594
"5635","revere","joy",0.594,"reverenciar",0,0.594,0.594
"5636","whoo","joy",0.594,"guau",0,0.594,0.594
"5637","fanfare","joy",0.594,"trompeteo",0,0.594,0.594
"5638","inspire","joy",0.594,"inspirar",0,0.594,0.594
"5639","angel","joy",0.594,"ángel",0,0.594,0.594
"5640","thankgod","joy",0.594,"gracias a dios",0,0.594,0.594
"5641","goodies","joy",0.594,"golosinas",0,0.594,0.594
"5642","jesus","joy",0.594,"jesús",0,0.594,0.594
"5643","accomplishment","joy",0.594,"logro",0,0.594,0.594
"5644","snuggled","joy",0.594,"acurrucado",0,0.594,0.594
"5645","peacefully","joy",0.594,"pacíficamente",0,0.594,0.594
"5646","flirt","joy",0.594,"ligar",0,0.594,0.594
"5647","friendship","joy",0.591,"amistad",0,0.591,0.591
"5648","singing","joy",0.591,"cantando",0,0.591,0.591
"5649","heroic","joy",0.591,"heroico",0,0.591,0.591
"5650","exalted","joy",0.591,"exaltado",0,0.591,0.591
"5651","fortune","joy",0.591,"fortuna",0,0.591,0.591
"5652","highest","joy",0.591,"más alto",0,0.591,0.591
"5653","summer","joy",0.591,"el verano",0,0.591,0.591
"5654","contented","joy",0.588,"contento",0,0.588,0.588
"5655","rollicking","joy",0.588,"alegre",0,0.588,0.588
"5656","overflowing","joy",0.588,"desbordante",0,0.588,0.588
"5657","woot","joy",0.588,"guau",0,0.588,0.588
"5658","accolade","joy",0.586,"espaldarazo",0,0.586,0.586
"5659","hope","joy",0.586,"esperar",0,0.586,0.586
"5660","cozy","joy",0.583,"acogedor",0,0.583,0.583
"5661","delicious","joy",0.579,"delicioso",0,0.579,0.579
"5662","raving","joy",0.578,"delirante",0,0.578,0.578
"5663","thelife","joy",0.578,"la vida",0,0.578,0.578
"5664","darling","joy",0.578,"querida",0,0.578,0.578
"5665","sensuous","joy",0.578,"sensual",0,0.578,0.578
"5666","picturesque","joy",0.578,"pintoresco",0,0.578,0.578
"5667","friendly","joy",0.578,"amigable",0,0.578,0.578
"5668","everlasting","joy",0.578,"eterno",0,0.578,0.578
"5669","praise","joy",0.578,"elogio",0,0.578,0.578
"5670","ambition","joy",0.578,"ambición",0,0.578,0.578
"5671","sparkle","joy",0.577,"brillar",0,0.577,0.577
"5672","sensual","joy",0.576,"sensual",0,0.576,0.576
"5673","peace","joy",0.576,"paz",0,0.576,0.576
"5674","flattering","joy",0.576,"halagador",0,0.576,0.576
"5675","grace","joy",0.576,"gracia",0,0.576,0.576
"5676","luckygirl","joy",0.576,"chica con suerte",0,0.576,0.576
"5677","heroism","joy",0.576,"heroísmo",0,0.576,0.576
"5678","succeeding","joy",0.576,"subsiguiente",0,0.576,0.576
"5679","yeahhh","joy",0.576,"sí",0,0.576,0.576
"5680","special","joy",0.574,"especial",0,0.574,0.574
"5681","livelife","joy",0.574,"vive la vida",0,0.574,0.574
"5682","tantalizing","joy",0.572,"tentador",0,0.572,0.572
"5683","pumped","joy",0.567,"bombeado",0,0.567,0.567
"5684","yey","joy",0.562,"si",0,0.562,0.562
"5685","surprise","joy",0.562,"sorpresa",0,0.562,0.562
"5686","sunny","joy",0.562,"soleado",0,0.562,0.562
"5687","prevail","joy",0.562,"prevalecer",0,0.562,0.562
"5688","revels","joy",0.562,"fiestas",0,0.562,0.562
"5689","humorous","joy",0.562,"humorístico",0,0.562,0.562
"5690","sweets","joy",0.562,"dulces",0,0.562,0.562
"5691","liking","joy",0.562,"gusto",0,0.562,0.562
"5692","admirable","joy",0.562,"admirable",0,0.562,0.562
"5693","superstar","joy",0.562,"superestrella",0,0.562,0.562
"5694","relax","joy",0.562,"relax",0,0.562,0.562
"5695","prosper","joy",0.562,"prosperar",0,0.562,0.562
"5696","hero","joy",0.562,"héroe",0,0.562,0.562
"5697","hugs","joy",0.562,"abrazos",0,0.562,0.562
"5698","worthwhile","joy",0.562,"vale la pena",0,0.562,0.562
"5699","newyear","joy",0.561,"año nuevo",0,0.561,0.561
